Date,Season,Days,12:00 AM,1:00 AM,2:00 AM,3:00 AM,4:00 AM,5:00 AM,6:00 AM,7:00 AM,8:00 AM,9:00 AM,10:00 AM,11:00 AM,12:00 PM,1:00 PM,2:00 PM,3:00 PM,4:00 PM,5:00 PM,6:00 PM,7:00 PM,8:00 PM,9:00 PM,10:00 PM,11:00 PM
11/23/2015,4,1,2213,1341,1116,1328,2178,5219,7887,9123,9110,8530,8243,8400,9116,9658,10287,11731,12154,12675,10236,7961,6395,5199,4540,3315
11/24/2015,4,2,2268,1412,1196,1380,2100,5260,8144,9238,9106,8713,8815,8978,9544,10182,10773,11848,12968,11402,10927,8648,7011,6384,5811,4100
11/25/2015,4,3,2812,1875,1547,1598,2352,5103,7659,8646,8454,8615,9228,10171,10798,11181,12088,12467,11930,10567,9814,8635,7420,6352,6033,4754
11/26/2015,4,4,3257,2126,1684,1570,1308,1916,2673,2855,3499,5244,6467,7859,8390,9123,9964,9354,8731,8590,8763,8592,8108,7482,6471,4827
11/27/2015,4,5,3103,1912,1449,1439,1439,2221,3305,3786,4192,5365,6241,7290,8175,8718,9426,9635,9372,8944,8575,7027,6517,5700,5732,4435
11/28/2015,4,6,3203,2383,2053,1913,1503,1961,2845,3775,4920,6252,7459,8163,8784,9082,9377,9787,9406,9227,8396,7613,7224,6520,6275,4992
11/29/2015,4,7,3723,2776,2442,2064,1534,1757,2562,3677,4805,6880,8491,8631,10294,10257,9628,9783,10783,9649,8987,7378,6671,5342,4522,3218
11/30/2015,4,1,2306,1413,1225,1307,2275,5698,8708,10638,9299,8012,7712,7932,8343,8679,9916,11355,12136,12624,9831,7334,5705,4794,4391,3317
12/1/2015,4,2,2074,1518,1143,1430,2267,5577,8779,10839,9976,8563,8199,8344,8506,9339,10477,11795,13093,12749,10505,7849,6260,5215,4315,3205
12/2/2015,4,3,2011,1434,1177,1316,2252,4998,8314,8851,9634,8705,7763,7963,8607,9179,10118,11614,12877,12610,10175,7778,6390,5021,4688,3390
12/3/2015,4,4,2059,1555,1392,1382,2339,5497,8740,10537,10171,8423,8032,8102,8531,8989,10688,12260,13003,12538,10628,8095,6117,5609,4910,3631
12/4/2015,4,5,2354,1549,1360,1452,2233,5184,8510,9781,9812,8704,8782,9033,9887,10361,11386,12703,11628,12356,11548,9946,7878,7334,6805,5831
12/5/2015,4,6,3892,2711,2323,2056,1715,2453,3780,4931,6376,8086,8678,9562,9913,10190,10297,10238,9964,9942,9170,8380,8148,6978,6406,5234
12/6/2015,4,7,4159,2946,2358,2014,1344,1602,2522,3499,4640,6643,8019,7916,8600,9913,9576,9127,9177,9198,7842,7114,6526,5060,4008,3037
12/7/2015,4,1,2096,1321,1048,1246,2183,5507,8504,9758,9408,8402,7541,7976,8449,8988,9882,11408,12250,12680,10185,7300,5652,4789,3979,2984
12/8/2015,4,2,2058,1329,1099,1394,2141,5463,8430,9725,9753,8460,7942,7515,8452,8959,9961,11481,12305,12468,10388,7644,6443,5225,4424,3233
12/9/2015,4,3,2001,1388,1201,1373,2167,5463,8677,9899,9791,8350,8147,8178,9070,9318,10163,11602,12811,12593,10565,7358,5118,5311,4481,3358
12/10/2015,4,4,2315,1470,1303,1453,2234,5614,8888,10527,9923,8182,8508,8495,9368,9752,10726,12304,13744,13350,10348,8361,7064,5975,4891,3892
12/11/2015,4,5,2528,1661,1453,1582,2224,5405,8390,10880,9642,8858,8882,9389,10100,10710,11986,12957,13831,13405,11104,9117,8263,7377,6662,5439
12/12/2015,4,6,4024,2885,2359,2160,1768,2532,3805,5279,6726,8398,9215,9909,9445,10588,10814,11058,10988,10498,9603,8660,7723,6948,7076,6069
12/13/2015,4,7,4382,3320,2591,2219,1436,1726,2468,3427,4244,6280,7893,7677,9115,9862,9343,9156,9409,9068,8594,7532,6583,5401,4370,3087
12/14/2015,4,1,2147,1346,1083,1257,2232,5520,8653,10619,9619,7572,7277,7971,8469,9066,9934,11300,12280,12575,9796,7536,5907,4817,4380,3267
12/15/2015,4,2,2144,1444,1210,1443,2242,5595,8521,9847,10077,8796,8434,8672,8793,9557,10359,12066,12601,11894,10729,7965,6586,5286,4487,3758
12/16/2015,4,3,2324,1511,1211,1416,2282,5546,8527,9939,9854,8756,8141,8484,9242,9775,10971,12554,13412,12931,10321,7926,6624,5574,4913,3569
12/17/2015,4,4,2081,1429,1316,1362,2238,5545,7842,10415,9198,8325,7968,8438,8966,9472,10526,12027,13393,12788,9438,8545,6826,5839,5256,4125
12/18/2015,4,5,2518,1774,1579,1594,2277,5263,8620,10353,9305,8601,8276,9139,9999,11194,11911,12702,12954,12699,11245,9445,8331,7395,6792,5746
12/19/2015,4,6,4143,3041,2607,2184,1900,2472,3744,4815,6318,8291,9413,10130,9924,9743,10291,10490,10520,10269,9754,8915,7933,7052,6819,5754
12/20/2015,4,7,4666,3557,2650,2137,1409,1707,2528,3467,4419,6656,7793,8146,8916,10566,9802,9416,9384,9357,8883,7522,6590,5747,4909,3639
12/21/2015,1,1,2456,1644,1317,1449,2231,5454,7517,8607,8100,8009,8734,8603,9170,9373,10765,11574,11864,12311,9644,7519,6183,5185,4774,3470
12/22/2015,1,2,2236,1556,1299,1422,2053,5071,7354,8343,8260,8306,8476,8747,9290,9896,10228,11086,11975,10954,8226,8256,6705,5623,5058,3791
12/23/2015,1,3,2614,1765,1495,1570,2204,4837,6806,7678,7369,7611,8222,8708,9613,10374,10628,10701,10073,9297,8400,7331,6241,5497,5171,4022
12/24/2015,1,4,2807,2092,1719,1696,1850,3207,4318,4274,4770,5430,6322,8027,7946,8293,8993,8757,8523,7800,7615,6939,6280,5525,4788,3813
12/25/2015,1,5,2810,1842,1384,1019,842,1044,1633,2040,2597,3766,4586,6062,7078,7946,8780,9057,8327,7979,7413,7227,7107,6326,5369,4225
12/26/2015,1,6,3023,2013,1625,1343,1474,1648,2329,2995,3882,5416,6936,8087,8913,9511,9360,9470,9165,9264,8931,7814,6967,6345,6524,5037
12/27/2015,1,7,3797,2941,2414,2048,1508,1693,2400,3016,4111,6103,7813,8417,9394,9517,8716,8536,10426,9369,8374,7340,6354,5668,4676,3569
12/28/2015,1,1,2586,1718,1468,1399,2165,4816,6760,6968,6880,7153,7599,8008,8747,9222,9815,10358,10528,9832,7415,5769,5056,4489,4030,3147
12/29/2015,1,2,2154,1586,1268,1523,2142,4845,6980,7525,7466,7739,8005,8333,8942,9491,10228,11054,11556,11413,9625,7807,6827,5977,5209,3675
12/30/2015,1,3,2498,1762,1435,1572,2002,4533,6277,6736,6777,6841,7452,7644,8128,8709,9781,10350,10632,10335,8778,7133,6333,5531,4894,3772
12/31/2015,1,4,2778,2001,1601,1636,1956,4004,5717,6664,6910,7482,8436,8859,10688,11035,11673,11800,11699,10219,9940,8985,8381,8891,7746,5133
